"Cliente.x","Rut","Folio","Emisión","Vencimiento","Neto","Impuestos","Total","Monto Pagado","Notas de credito","Notas de debito","Monto Por Pagar","Moneda","Tipo","Estado","Cesión de documento","Fecha de Cesión","Factoring","Compromiso de pago","Fecha proyectada de pago","Pago","Dias de vencida","Extrajudicial","XML","División","Orden de compra","Etiquetas","Nota","Glosa","Id Externo Cliente","Plazo de pago","FechaPago","Dias_Mora","Cliente.y","Giro","Comuna","Dirección","Ciudad","Unidad","Precio Base","CRUT","MRUT","PCRUT","PMRUT","CCRN","CMRN","PCCRN","PCMRN"
"AD",30,4103,2025-07-02,2025-08-01,194791,37010,231801,231801,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","05/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 4,96. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 194791 MontoItem: 194791",NA,30,2025-08-05,0,"AD","FABRICACION DE OTROS TIPOS DE MAQUINARIA","CURICO","LONGITUDINAL SUR KM 186","CURICO","UF","4.96",30,15,0.1018,"0.12720000000000001",0,0,0,"0"
"AC",29,4102,2025-07-02,2025-08-01,373480,70961,444441,444441,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","30/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 9,51. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 373480 MontoItem: 373480",NA,30,2025-07-30,0,"AC","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","PROVIDENCIA","VIEJA 202 OFICINA 603","SANTIAGO","UF","2.95",30,5,0.08,"0.11",0,0,0,"0"
"AB",28,4100,2025-07-02,2025-08-01,202331,38443,240774,240774,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","17/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 5,152. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 202331 MontoItem: 202331",NA,30,2025-07-17,0,"AB","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","LAS CONDES","AVDA. EL BOSQUE NORTE 0177, OFICINA 802","SANTIAGO","UF","4.66",350,0,0.0133,"0",0,0,0,"0"
"Z",26,4098,2025-07-02,2025-08-01,37701,7163,44864,44864,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","25/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 0,96. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 37701 MontoItem: 37701",NA,30,2025-07-25,0,"Z","VENTA AL POR MAYOR DE OTROS TIPOS DE MAQ","HUECHURABA","PALACIO RIESCO 4441","SANTIAGO","UF","0.4",5,0,0.08,"0",0,0,0,"0"
"Y",25,4097,2025-07-02,2025-08-01,136825,25997,162822,162822,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","07/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 3,484. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 136825 MontoItem: 136825",NA,30,2025-07-07,0,"Y","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","PROVIDENCIA","FIDEL OTEIZA 1971, OFICINA 301","SANTIAGO","UF","3.38",10,40,0.052,"7.1999999999999995E-2",0,0,0,"0"
"W",23,4095,2025-07-02,2025-08-01,43200,8208,51408,51408,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","08/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1,1. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 43200 MontoItem: 43200",NA,30,2025-08-08,0,"W","DESRATIZACION, DESINFECCION Y EXTERM","LAS CONDES","LOS MILITARES 5620 OFICINA 905","SANTIAGO","UF","1.1000000000000001",0,10,0,"0.11",0,0,0,"0"
"V",22,4094,2025-07-02,2025-08-01,716837,136199,853036,0,853036,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","01/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 18,253. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 716837 MontoItem: 716837",NA,30,2025-07-01,0,"V","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","SANTIAGO","MIGUEL CRUCHAGA 920 P6 P5","SANTIAGO","UF","16.809999999999999",259,0,0.0649,"0",0,0,0,"0"
"U",21,4093,2025-07-02,2025-08-01,513525,97570,611095,611095,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","02/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 13,076. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 513525 MontoItem: 513525",NA,30,2025-07-02,0,"U","EMPRESAS DE ASESORIA Y CONSULTORIA EN IN","LAS CONDES","AVENIDA APOQUINDO 7935 317 B","SANTIAGO","UF","9.41",0,120,0,"7.8E-2",0,0,0,"0"
"T",20,4092,2025-07-02,2025-08-01,120645,22923,143568,143568,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","08/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 3,072. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 120645 MontoItem: 120645",NA,30,2025-07-08,0,"T","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","LOS ANDES","MAIPU 330 42","LOS ANDES","UF","2.62",5,25,0.0723,"9.0300000000000005E-2",0,0,0,"0"
"S",19,4091,2025-07-02,2025-08-01,830216,157741,987957,987957,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","12/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 21,14. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 830216 MontoItem: 830216",NA,45,2025-08-12,0,"S","ACTIVIDADES DE SERVICIOS VINCULADAS AL T","PUDAHUEL","AV.BOULEVARD AEROPUERTO S 9632 GALPON 2","SANTIAGO","UF","29.09",30,300,0.0606,"9.0899999999999995E-2",0,0,0,"0"
"R",18,4090,2025-07-02,2025-08-01,76974,14625,91599,91599,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","01/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1,96. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 76974 MontoItem: 76974",NA,30,2025-08-01,0,"R","COMPRA, VENTA Y ALQUILER (EXCEPT","SAN ANTONIO","MOLO SUR S/N CASILLA 148","SAN ANTONIO","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"Q",17,4089,2025-07-02,2025-08-01,1248105,237140,1485245,1485245,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","28/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 31,7808. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 1248105 MontoItem: 1248105",NA,30,2025-07-28,0,"Q","PROCESAMIENTO DE DATOS, HOSPEDAJE Y","LAS CONDES","EL BOSQUE NORTE 0211 101","SANTIAGO","UF","10",1000,0,0.01,"0",0,0,0,"0"
"P",16,4088,2025-07-02,2025-08-01,556488,105733,662221,662221,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","10/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 14,17. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 556488 MontoItem: 556488",NA,30,2025-07-10,0,"P","OTROS TIPOS DE INTERMEDIACION MONETARIA","LAS CONDES","ISIDORA GOYENECHEA 3477 OFIC 110","SANTIAGO","UF","14.17",100,200,0.0405,"5.0599999999999999E-2",0,0,0,"0"
"O",15,4087,2025-07-02,2025-08-01,1604273,304812,1909085,1909085,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","01/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 40,85. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 1604273 MontoItem: 1604273",NA,30,2025-08-01,0,"O","ACTIVIDADES DE CONSULTORIA DE GESTION","LAS CONDES","ROSARIO NORTE 615 OF 2102 P21","SANTIAGO","UF","31.58",450,151,0.0457,"6.8500000000000005E-2",101,0,0.0067,"0"
"N",14,4086,2025-07-02,2025-08-01,1179033,224016,1403049,1403049,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","08/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025.Financiado por Corfo 24GRO1-261405 _UF 30,022. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 1179033 MontoItem: 1179033",NA,30,2025-07-08,0,"N","EMPRESAS DE ASESORIA Y CONSULTORIA EN IN","SANTIAGO","ROSAL 377 A","SANTIAGO","UF","23.85",150,350,0.0333,"0.05",301,0,0.0045,"0"
"M",13,4085,2025-07-02,2025-08-01,30240,5746,35986,35986,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","11/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 0,77. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 30240 MontoItem: 30240",NA,30,2025-07-11,0,"M","ALQUILER DE BIENES INMUEBLES AMOBLADOS O","LINARES","JANUARIO ESPINOZA 1315","LINARES","UF","0.77",10,0,0.077,"0",0,0,0,"0"
"L",12,4084,2025-07-02,2025-08-01,327020,62134,389154,389154,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","21/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 8,327. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 327020 MontoItem: 327020",NA,30,2025-07-21,0,"L","VENTA AL POR MENOR DE PRODUCTOS FARMACEU","LAS CONDES","CAMINO EL ALBA 8760 804","SANTIAGO","UF","7.96",5,100,0.0612,"7.6499999999999999E-2",0,0,0,"0"
"K",11,4083,2025-07-02,2025-08-01,170442,32384,202826,202826,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","18/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 4,34. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 170442 MontoItem: 170442",NA,30,2025-07-18,0,"K","SEGUROS DE VIDA","LAS CONDES","APOQUINDO 6750 1001","SANTIAGO","UF","3.46",20,30,0.0652,"0.11",0,0,0,"0"
"I",9,4081,2025-07-02,2025-08-01,384476,73050,457526,457526,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","07/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 9,79. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 384476 MontoItem: 384476",NA,30,2025-08-07,0,"I","OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE","PROVIDENCIA","NUEVA DE LYON 72 1501","SANTIAGO","UF","4.92",0,50,0,"9.8299999999999998E-2",0,0,0,"0"
"H",8,4080,2025-07-02,2025-08-01,68727,13058,81785,81785,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","31/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1,75. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 68727 MontoItem: 68727",NA,40,2025-07-31,0,"H","VENTA AL POR MENOR DE APARATOS ELECTRICO","LAS CONDES","Rosario Norte 532 901","SANTIAGO","UF","1.75",15,15,0.0518,"6.4699999999999994E-2",0,0,0,"0"
"G",7,4079,2025-07-02,2025-08-01,743032,141176,884208,884208,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","01/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 18,92. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 743032 MontoItem: 743032",NA,30,2025-08-01,0,"G","VENTA AL POR MAYOR DE MATERIALES DE CONS","QUILICURA","AVDA. EDUARDO FREI M. 6008","SANTIAGO","UF","19.940000000000001",100,150,0.0595,"8.9200000000000002E-2",51,0,0.0068,"0"
"C",3,4076,2025-07-02,2025-08-01,39272,7462,46734,46734,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","06/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 1. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 39272 MontoItem: 39272",NA,30,2025-08-06,0,"C","OTRAS ACTIVIDADES AUXILIARES DE LAS ACTI","HUECHURABA","AV DEL VALLE SUR 524 OF 101 CIUDAD EMPRESARIAL","SANTIAGO","UF","1",30,0,0.0334,"0",0,0,0,"0"
"B",2,4075,2025-07-02,2025-08-01,92290,17535,109825,109825,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","25/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 2,35. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 92290 MontoItem: 92290",NA,30,2025-08-25,0,"B","EMPRESAS DE ASESORIA Y CONSULTORIA EN IN","LAS CONDES","AV APOQUINDO 3669 902","SANTIAGO","UF","2.35",30,0,0.0783,"0",0,0,0,"0"
"A",1,4074,2025-07-02,2025-08-01,982279,186633,1168912,1168912,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","11/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 25,012. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 982279 MontoItem: 982279",NA,30,2025-07-11,0,"A","ADMINISTRADORAS DE FONDOS DE INVERSION","LAS CONDES","PRESIDENTE RIESCO 5561 1601 1602","SANTIAGO","UF","29.97",250,250,0.0561,"8.4099999999999994E-2",0,0,0,"0"
"V",22,4327,2025-07-01,2025-08-01,245828,46707,292535,292535,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","14/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Compliance Junio 2025 _UF 6,26. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 245828 MontoItem: 245828",NA,30,2025-07-14,0,"V","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","SANTIAGO","MIGUEL CRUCHAGA 920 P6 P5","SANTIAGO","UF","16.809999999999999",259,0,0.0649,"0",0,0,0,"0"
"V",22,4326,2025-07-01,2025-08-01,660123,125423,785546,785546,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/08/2025","08/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Junio 2025 _UF 16,81. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 660123 MontoItem: 660123",NA,30,2025-07-08,0,"V","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","SANTIAGO","MIGUEL CRUCHAGA 920 P6 P5","SANTIAGO","UF","16.809999999999999",259,0,0.0649,"0",0,0,0,"0"
"CB",80,4073,2025-07-01,2025-07-15,1795147,341078,2136225,2136225,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"15/07/2025","04/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Mayo 2025 _UF 50,89. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 1994608 MontoItem: 1795147 DescuentoPct: 10 DescuentoMonto: 199461",NA,30,2025-07-04,0,"CB","LEASING FINANCIERO","PROVIDENCIA","AVDA NUEVA PROVIDENCIA N°1881 OFICINA 1820","SANTIAGO","UF","37.997",801,0,0.047,"0",50,0,0.007,"1.6799999999999999E-2"
"GB",184,4057,2025-06-23,2025-07-23,254748,48402,303150,303150,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"23/07/2025","23/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Mayo 2025 _UF 6,5. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 254748 MontoItem: 254748",NA,30,2025-07-23,0,"GB","VENTA AL POR MAYOR DE OTROS TIPOS DE MAQ","PUDAHUEL","RIO REFUGIO 9638 ENEA-PUDAHUEL.","SANTIAGO","UF","6.5",101,0,0.0644,"0",0,0,0,"0"
"GG",189,4058,2025-06-19,2025-07-19,63687,12101,75788,75788,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"19/07/2025","06/08/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Mayo 2025 _UF 1,625. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 63687 MontoItem: 63687",NA,30,2025-08-06,0,"GG","FABRICACION DE PRENDAS DE VESTIR DE MATE","QUILICURA","AV PRESIDENTE IBAÑEZ 332.","SANTIAGO","UF","2.39",21,0,0.1136,"0",0,0,0,"0"
"V",22,4062,2025-06-04,2025-07-04,87085,16546,103631,103631,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"04/07/2025","12/06/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Compliance Mayo 2025 _UF 2,22. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 87085 MontoItem: 87085",NA,30,2025-06-12,0,"V","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","SANTIAGO","MIGUEL CRUCHAGA 920 P6 P5","SANTIAGO","UF","16.809999999999999",259,0,0.0649,"0",0,0,0,"0"
"V",22,4061,2025-06-04,2025-07-04,660702,125533,786235,786235,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"04/07/2025","11/06/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Mayo 2025 _UF 16,857. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 660702 MontoItem: 660702",NA,30,2025-06-11,0,"V","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","SANTIAGO","MIGUEL CRUCHAGA 920 P6 P5","SANTIAGO","UF","16.809999999999999",259,0,0.0649,"0",0,0,0,"0"
"GI",191,4032,2025-06-02,2025-07-02,433883,82438,516321,516321,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/07/2025","10/06/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Mayo 2025 _UF 11,07. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 433883 MontoItem: 433883",NA,30,2025-06-10,0,"GI","ACTIVIDADES DE AGENCIAS DE VIAJES","LAS CONDES","BADAJOZ N° 45 OF. 1201","SANTIAGO","UF","11.07",150,50,0.0475,"7.1300000000000002E-2",50,5,0.0066,"9.9000000000000008E-3"
"GH",190,4030,2025-06-02,2025-07-02,47425,9011,56436,56436,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/07/2025","09/06/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Mayo 2025 _UF 1,21. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 47425 MontoItem: 47425",NA,30,2025-06-09,0,"GH","VENTA AL POR MAYOR DE BEBIDAS ALCOHOLICA","SAN FERNANDO","RESERVA 9 SECTOR 3 PROY PARC CHORRILLOS","SAN FERNANDO","UF","3.55",25,5,0.1091,"0.1636",0,0,0,"0"
"GF",188,4029,2025-06-02,2025-07-02,63809,12124,75933,75933,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/07/2025","10/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Mayo 2025 _UF 1,628. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 63809 MontoItem: 63809",NA,30,2025-07-10,0,"GF","VENTA AL POR MAYOR NO ESPECIALIZADA","LAMPA","CAMINO CHORILLOS UNO KM 0.55 LOTE A 6B.","LAMPA","UF","2.2000000000000002",10,5,0.1136,"0.1704",10,5,0.012,"1.7999999999999999E-2"
"GE",187,4027,2025-06-02,2025-07-02,131733,25029,156762,156762,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/07/2025","02/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Mayo 2025 _UF 3,361. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 131733 MontoItem: 131733",NA,30,2025-07-02,0,"GE","ALQUILER DE EQUIPOS DE TRANSPORTE SIN OP","PAINE","RUTA 5 SUR KM 40 PC 80 LT 4, PAINE","SANTIAGO","UF","5.51",41,5,0.1136,"0.1704",0,0,0,"0"
"GD",186,4026,2025-06-02,2025-07-02,220273,41852,262125,262125,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/07/2025","18/07/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Mayo 2025 _UF 5,62. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 220273 MontoItem: 220273",NA,30,2025-07-18,0,"GD","TRANSPORTE DE CARGA POR FERROCARRIL","SANTIAGO","HUÉRFANOS NRO. 587, OFICINA 301","SANTIAGO","UF","5.62",30,35,0.0682,"0.1022",0,0,0,"0"
"GC",185,4025,2025-06-02,2025-07-02,164930,31337,196267,196267,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/07/2025","02/12/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Mayo 2025 _UF 4,208. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 164930 MontoItem: 164930",NA,30,2025-12-02,0,"GC","PROCESAMIENTO DE DATOS, HOSPEDAJE Y ACTI","PROVIDENCIA","AV ANTONIO VARAS 175, OFICINA 601","SANTIAGO","UF","5.26",501,0,0.0105,"0",0,0,0,"0"
"V",22,4024,2025-06-02,2025-07-02,245358,46618,291976,0,291976,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/07/2025","04/06/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Compliance Mayo 2025 _UF 6,26. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 245358 MontoItem: 245358",NA,30,2025-06-04,0,"V","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","SANTIAGO","MIGUEL CRUCHAGA 920 P6 P5","SANTIAGO","UF","16.809999999999999",259,0,0.0649,"0",0,0,0,"0"
"FZ",182,4023,2025-06-02,2025-07-02,287413,54608,342021,342021,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/07/2025","10/09/2025",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Mayo 2025 _UF 7,333. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 287413 MontoItem: 287413",NA,30,2025-09-10,0,"FZ","FONDOS Y SOCIEDADES DE INVERSION Y ENTID","VITACURA","JUAN DE VALIENTE 3630, PISO 4","SANTIAGO","UF","15.28",401,0,0.0381,"0",0,0,0,"0"
